benchmark,type,transform_cost,cycle,instret,LLCAccessCount,LLCMissCount,hash
img_augmentation_128_16,dtu,0,71451388,34055789,1231548,699656,0
img_augmentation_128_32,cpu,5562429575,5801144860,3346031446,15874541,3065295,0
img_augmentation_128_32,dtu,0,134630251,67196473,2138010,1394335,0
img_augmentation_128_64,cpu,11508663962,11982637943,6773095397,36629286,6265760,0
img_augmentation_128_64,dtu,0,477519204,227445811,8705823,2905791,0
img_augmentation_256_4,cpu,2789574354,2900878968,1665371223,7598461,1869405,0
img_augmentation_256_4,dtu,0,71529637,34057876,1231495,701561,0
img_augmentation_256_8,cpu,5636093115,5874186109,3345366877,15781820,3757205,0
img_augmentation_256_8,dtu,0,134629891,67199349,2137344,1394571,0
img_augmentation_256_16,cpu,11668351847,12143944070,6771775382,36679299,7736302,0
img_augmentation_256_16,dtu,0,475520672,227418348,8520217,2904477,0
img_augmentation_256_32,cpu,23321703988,24272785807,13544063692,73221334,15462454,0
img_augmentation_256_32,dtu,0,954114082,454404105,17488320,5808645,0
img_augmentation_256_64,cpu,47015846053,49098593375,27091945747,155066225,31273911,0
img_augmentation_256_64,dtu,0,1998732609,907335463,42847007,11619797,0
img_augmentation_128_4,cpu,705937437,722517427,411583018,1638423,346640,0
img_augmentation_128_4,dtu,0,18710326,9197781,311329,175559,0
img_augmentation_128_8,cpu,1378272206,1411438901,823045213,3261567,741875,0
img_augmentation_128_8,dtu,0,35244358,17485232,572696,349818,0
img_augmentation_128_16,cpu,2761032783,2872275611,1665690835,7538340,1524928,0
img_augmentation_128_16,dtu,0,71580430,34057713,1231522,700803,0
img_augmentation_128_32,cpu,5557132903,5794327830,3346004391,15913281,3066403,0
img_augmentation_128_32,dtu,0,134680162,67191420,2137008,1401299,0
img_augmentation_128_64,cpu,11509656649,11983798753,6773081621,36649784,6262126,0
img_augmentation_128_64,dtu,0,477510409,227412821,8694442,2919681,0
img_augmentation_256_4,cpu,2796611201,2907888175,1665355593,7607271,1868842,0
img_augmentation_256_4,dtu,0,71572914,34068861,1231539,701374,0
img_augmentation_256_8,cpu,5639158277,5877101233,3345357840,15768704,3760195,0
img_augmentation_256_8,dtu,0,134770479,67205162,2137770,1401287,0
img_augmentation_256_16,cpu,11670660494,12145421037,6771791490,36835422,7737473,0
img_augmentation_256_16,dtu,0,476655092,227415693,8592806,2920017,0
img_augmentation_256_32,cpu,23337507887,24286715620,13544110385,73195466,15466604,0
img_augmentation_256_32,dtu,0,953260669,454364078,17413142,5835170,0
img_augmentation_256_64,cpu,47044182343,49122154120,27092027661,154599668,31296700,0
img_augmentation_256_64,dtu,0,1996480502,907339031,42648603,11615724,0
