tensor_slicing_512x64x64x8_1x1x1x4,0,dtu,31222224,38001816,790842,272990,793781,263270,2712605,4194384,,1577058304
tensor_slicing_512x64x64x8_1x1x1x8,cpu,20713249,33061871,30042377,1580485,273539,1586859,264635,3768810,0,,771751936
tensor_slicing_512x64x64x8_1x1x1x8,inplace,0,23097411,17279924,1317298,146322,1323421,133851,2487866,0,,771751936
tensor_slicing_512x64x64x8_1x1x1x8,0,dtu,17833180,19100280,403302,142166,396840,131837,1409544,2097248,,771751936
tensor_slicing_512x64x64x8_1x1x1x16,cpu,18552792,24363991,15350175,1317056,142565,1321087,133472,2457586,0,,369098752
tensor_slicing_512x64x64x8_1x1x1x16,inplace,0,20023053,8895613,1185996,81252,1191367,68350,1835997,0,,369098752
tensor_slicing_512x64x64x8_1x1x1x16,0,dtu,7615523,9649512,197512,76398,198421,66056,743157,1048640,,369098752
tensor_slicing_512x64x64x8_1x1x1x32,cpu,10758736,13642530,7988321,658241,75848,665950,67359,1265036,0,,167772160
tensor_slicing_512x64x64x8_1x1x1x32,inplace,0,11969587,4676636,592178,43096,596170,34284,936937,0,,167772160
tensor_slicing_512x64x64x8_1x1x1x32,0,dtu,3933528,4924128,97840,42569,99244,33205,405627,524368,,167772160
tensor_slicing_512x64x64x8_1x1x1x64,cpu,5451415,6857416,4313505,328519,44081,331844,33659,681170,0,,67108864
tensor_slicing_512x64x64x8_1x1x1x64,inplace,0,5979528,2565900,294406,20876,298871,17255,461423,0,,67108864
tensor_slicing_512x64x64x8_1x1x1x64,0,dtu,1938860,2558040,48082,22078,49460,16605,208303,262208,,67108864
tensor_slicing_512x64x64x8_1x1x1x4,cpu,24563866,49457048,59431666,2107806,534955,2145199,527436,6387470,64,,1577058304
tensor_slicing_512x64x64x8_1x1x1x4,inplace,0,54877313,52014710,1629306,292183,2147396,585768,3966753,16,,1577058304
tensor_slicing_512x64x64x8_1x1x1x4,0,dtu,29846697,38003809,790872,273111,813930,263298,2713612,4194368,,1577058304
tensor_slicing_512x64x64x8_1x1x1x8,cpu,20671384,33023046,30044357,1580572,273567,1586644,264511,3769120,0,,771751936
tensor_slicing_512x64x64x8_1x1x1x8,inplace,0,23092688,17288412,1317813,146417,1323682,133894,2489142,0,,771751936
