benchmark,type,transform_cost,cycle,instret,LLCAccessCount,LLCMissCount,hash
tensor_unfold_1_8x64x64x128,dtu,0,32386583,37805322,1056652,790913,-545259520
tensor_unfold_2_8x64x64x128,cpu,44799729,68002611,59693597,3841461,3377967,-545259520
tensor_unfold_2_8x64x64x128,dtu,0,30422060,37803354,1056767,790736,-545259520
tensor_unfold_3_8x64x64x128,cpu,162996040,186207255,59900420,6076737,5275917,-545259520
tensor_unfold_3_8x64x64x128,dtu,0,31746680,37803354,1056765,790775,-545259520
tensor_unfold_4_8x64x64x128,cpu,389009237,412238414,59873762,6893682,5284043,-545259520
tensor_unfold_4_8x64x64x128,dtu,0,107436753,37934396,1063134,795034,-545259520
tensor_unfold_1_32x64x64x128,cpu,188569275,414760886,349552716,13775308,7541153,2113929216
tensor_unfold_1_32x64x64x128,dtu,0,231299714,223700885,7784661,3361366,2113929216
tensor_unfold_2_32x64x64x128,cpu,270804673,496983737,382953569,21844156,14036732,2113929216
tensor_unfold_2_32x64x64x128,dtu,0,226187042,223676902,7855998,3359803,2113929216
tensor_unfold_3_32x64x64x128,cpu,749172279,975702461,383795528,29598153,21635469,2113929216
tensor_unfold_3_32x64x64x128,dtu,0,234206253,223685863,7787308,3363096,2113929216
tensor_unfold_4_32x64x64x128,cpu,1651896548,1878197982,383688937,34905164,21626646,2113929216
tensor_unfold_4_32x64x64x128,dtu,0,521486541,224201881,7533913,3392335,2113929216
tensor_unfold_1_8x64x64x128,cpu,57397042,80665755,67300846,2700900,2666966,-545259520
tensor_unfold_1_8x64x64x128,dtu,0,32366394,37803354,1056772,790803,-545259520
tensor_unfold_2_8x64x64x128,cpu,44782291,68024048,59691691,3842002,3378122,-545259520
tensor_unfold_2_8x64x64x128,dtu,0,30507093,37812987,1057569,791551,-545259520
tensor_unfold_3_8x64x64x128,cpu,163003759,186248727,59891131,6078087,5275299,-545259520
tensor_unfold_3_8x64x64x128,dtu,0,31783915,37803354,1056670,790764,-545259520
tensor_unfold_4_8x64x64x128,cpu,389009813,412235959,59873141,6893043,5283674,-545259520
tensor_unfold_4_8x64x64x128,dtu,0,107450732,37951690,1063605,796391,-545259520
