benchmark,type,transform_cost,cycle,instret,LLCRefill,LLCWB,L1Refill,L1WB,RegularDRAMAccess,DTUDramAccess,hash
im2col_720_1080_3_3,cpu,214230085,328598095,510432486,4219236,1420733,5429885,2160491,15585103,0,104510508.703681
im2col_720_1080_3_3,dtu,0,134173548,169644513,1372978,57538,1469347,73884,525470,20924848,104510508.703681
im2col_720_1080_3_4,cpu,379519890,579501358,904682737,7453441,2473137,9544157,3782956,27238539,0,185368372.285505
im2col_720_1080_3_4,dtu,0,235702691,300419426,2402210,60617,2540991,96655,563986,37170432,185368372.285505
im2col_720_1080_3_5,cpu,592558660,905160744,1410726035,11641024,3863224,15138554,5913082,42546798,16,288966436.730617
im2col_720_1080_3_5,dtu,0,368227942,468585014,3771124,111256,3906167,161264,1036686,57991792,288966436.730617
im2col_512_512_3_2,cpu,13701776,32053804,63253576,589470,227273,678934,246129,2407656,0,15660739.682568
im2col_512_512_3_2,dtu,0,22298268,25561814,215307,21101,251306,17813,188210,3134352,15660739.682568
im2col_512_512_3_3,cpu,30578827,70284045,141485136,1301484,473014,1457204,487223,5085598,0,35097764.368288
im2col_512_512_3_3,dtu,0,49486698,57012714,489299,22489,546951,18947,202135,7473232,35097764.368288
im2col_512_512_3_4,cpu,125489800,194241078,303552910,2356242,838866,3331662,1258954,9067171,0,62151040.594557
im2col_512_512_3_4,dtu,0,91146597,100823622,806392,23541,973191,21744,215778,12463072,62151040.594557
