benchmark,type,transform_cost,cycle,instret,LLCAccessCount,LLCMissCount,hash
tensor_slicing_512x64x64x8_1x1x1x8,cpu,20633317,34339356,30050598,1851712,1587095,771751936
tensor_slicing_512x64x64x8_1x1x1x8,inplace,0,23807188,17279913,1481455,1316123,771751936
tensor_slicing_512x64x64x8_1x1x1x8,dtu,0,15093632,19093477,528341,394983,771751936
tensor_slicing_512x64x64x8_1x1x1x16,cpu,18500332,24668473,15348718,1455373,1316061,369098752
tensor_slicing_512x64x64x8_1x1x1x16,inplace,0,20113845,8884513,1260314,1184333,369098752
tensor_slicing_512x64x64x8_1x1x1x16,dtu,0,7927175,9651049,266279,197667,369098752
tensor_slicing_512x64x64x8_1x1x1x32,cpu,10770372,13693482,7995102,737015,658744,167772160
tensor_slicing_512x64x64x8_1x1x1x32,inplace,0,11904132,4676625,636949,592219,167772160
tensor_slicing_512x64x64x8_1x1x1x32,dtu,0,3868024,4924117,132481,97798,167772160
tensor_slicing_512x64x64x8_1x1x1x64,cpu,5433465,6904932,4311502,365456,328288,67108864
tensor_slicing_512x64x64x8_1x1x1x64,inplace,0,5922600,2565889,316052,294393,67108864
tensor_slicing_512x64x64x8_1x1x1x64,dtu,0,1945104,2564821,66549,46894,67108864
tensor_slicing_512x64x64x8_1x1x1x4,cpu,24486352,49582635,59436454,2712428,2106521,1577058304
tensor_slicing_512x64x64x8_1x1x1x4,inplace,0,54483494,52012534,2706022,1627424,1577058304
tensor_slicing_512x64x64x8_1x1x1x4,dtu,0,31602888,38001805,1057197,790711,1577058304
tensor_slicing_512x64x64x8_1x1x1x8,cpu,20601435,32125094,30042366,1851096,1579299,771751936
tensor_slicing_512x64x64x8_1x1x1x8,inplace,0,24035669,17279913,1458974,1316130,771751936
tensor_slicing_512x64x64x8_1x1x1x8,dtu,0,14653571,19102248,528712,395401,771751936
tensor_slicing_512x64x64x8_1x1x1x16,cpu,18482976,24721892,15348718,1471332,1320226,369098752
tensor_slicing_512x64x64x8_1x1x1x16,inplace,0,20216500,8886511,1259586,1184483,369098752
tensor_slicing_512x64x64x8_1x1x1x16,dtu,0,7863438,9649501,264689,197523,369098752
tensor_slicing_512x64x64x8_1x1x1x32,cpu,10792885,13653854,7988310,733246,658395,167772160
tensor_slicing_512x64x64x8_1x1x1x32,inplace,0,11841683,4678649,630285,592185,167772160
tensor_slicing_512x64x64x8_1x1x1x32,dtu,0,3835037,4924117,132220,97745,167772160
tensor_slicing_512x64x64x8_1x1x1x64,cpu,5447273,6909471,4304710,365015,327780,67108864
tensor_slicing_512x64x64x8_1x1x1x64,inplace,0,5939796,2565889,316167,294356,67108864
tensor_slicing_512x64x64x8_1x1x1x64,dtu,0,1954983,2564821,66551,46865,67108864
tensor_slicing_512x64x64x8_1x1x1x4,cpu,24444236,48287144,59441387,2686088,2107095,1577058304
tensor_slicing_512x64x64x8_1x1x1x4,inplace,0,54605021,52014548,2706499,1627285,1577058304
tensor_slicing_512x64x64x8_1x1x1x4,dtu,0,52881443,55945533,1749816,823196,1577058304
tensor_slicing_512x64x64x8_1x1x1x8,cpu,20610705,32474390,30053094,1852416,1580164,771751936
tensor_slicing_512x64x64x8_1x1x1x8,inplace,0,23429135,17287885,1457283,1316664,771751936
tensor_slicing_512x64x64x8_1x1x1x8,dtu,0,14731344,19100269,528786,395232,771751936
tensor_slicing_512x64x64x8_1x1x1x16,cpu,18484272,25077486,15348718,1466351,1320279,369098752
tensor_slicing_512x64x64x8_1x1x1x16,inplace,0,20169645,8884513,1272273,1184335,369098752
tensor_slicing_512x64x64x8_1x1x1x16,dtu,0,8053936,9649501,280261,197541,369098752
tensor_slicing_512x64x64x8_1x1x1x32,cpu,10799710,14086075,7995102,741862,658706,167772160
tensor_slicing_512x64x64x8_1x1x1x32,inplace,0,12001009,4676625,631165,592260,167772160
tensor_slicing_512x64x64x8_1x1x1x32,dtu,0,3988950,4924117,132910,97767,167772160
tensor_slicing_512x64x64x8_1x1x1x64,cpu,5457362,6909801,4311502,365406,328252,67108864
tensor_slicing_512x64x64x8_1x1x1x64,inplace,0,6019183,2572681,316774,294691,67108864
tensor_slicing_512x64x64x8_1x1x1x64,dtu,0,1934722,2558029,66220,46548,67108864
tensor_slicing_512x64x64x8_1x1x1x4,cpu,24449572,47231051,59429662,2646577,2106346,1577058304
tensor_slicing_512x64x64x8_1x1x1x4,inplace,0,54460763,52014137,2707826,1628056,1577058304
tensor_slicing_512x64x64x8_1x1x1x4,dtu,0,32185295,38003330,1056948,790879,1577058304
tensor_slicing_512x64x64x8_1x1x1x8,cpu,20670392,33650687,30043849,1923058,1579606,771751936
tensor_slicing_512x64x64x8_1x1x1x8,inplace,0,23393460,17279913,1457230,1316092,771751936
tensor_slicing_512x64x64x8_1x1x1x8,dtu,0,14893792,19101913,528602,395614,771751936
tensor_slicing_512x64x64x8_1x1x1x16,cpu,18491116,24582832,15348718,1469716,1316207,369098752
tensor_slicing_512x64x64x8_1x1x1x16,inplace,0,20157598,8884513,1258754,1184381,369098752
tensor_slicing_512x64x64x8_1x1x1x16,dtu,0,8044395,9651046,280047,197714,369098752
tensor_slicing_512x64x64x8_1x1x1x32,cpu,10787235,13670862,7995102,733698,658747,167772160
tensor_slicing_512x64x64x8_1x1x1x32,inplace,0,11815627,4676625,630440,592190,167772160
tensor_slicing_512x64x64x8_1x1x1x32,dtu,0,3876004,4924117,137151,97796,167772160
tensor_slicing_512x64x64x8_1x1x1x64,cpu,5457681,6916678,4311502,365428,328045,67108864
tensor_slicing_512x64x64x8_1x1x1x64,inplace,0,5911959,2572681,316616,294723,67108864
tensor_slicing_512x64x64x8_1x1x1x64,dtu,0,1936115,2558029,66201,46618,67108864
tensor_slicing_512x64x64x8_1x1x1x4,cpu,24449160,46947604,59429662,2645154,2106490,1577058304
tensor_slicing_512x64x64x8_1x1x1x4,inplace,0,54676258,52021405,2712024,1628422,1577058304
tensor_slicing_512x64x64x8_1x1x1x4,dtu,0,32416994,38001805,1057101,790762,1577058304
tensor_slicing_512x64x64x8_1x1x1x8,cpu,20660025,33658719,30050864,1922361,1579902,771751936
tensor_slicing_512x64x64x8_1x1x1x8,inplace,0,23392060,17279913,1456965,1316209,771751936
tensor_slicing_512x64x64x8_1x1x1x8,dtu,0,14692848,19101820,528700,395394,771751936
tensor_slicing_512x64x64x8_1x1x1x16,cpu,18467986,24417116,15348718,1463890,1316056,369098752
tensor_slicing_512x64x64x8_1x1x1x16,inplace,0,20445692,8895777,1258656,1185137,369098752
tensor_slicing_512x64x64x8_1x1x1x16,dtu,0,7955588,9649501,266775,197530,369098752
tensor_slicing_512x64x64x8_1x1x1x32,cpu,10783200,14276219,7988310,746911,658387,167772160
tensor_slicing_512x64x64x8_1x1x1x32,inplace,0,11903934,4678229,636711,592277,167772160
tensor_slicing_512x64x64x8_1x1x1x32,dtu,0,4162011,4924117,132416,97798,167772160
tensor_slicing_512x64x64x8_1x1x1x64,cpu,5436579,6907602,4311502,365456,328202,67108864
tensor_slicing_512x64x64x8_1x1x1x64,inplace,0,5921982,2565889,319549,294550,67108864
tensor_slicing_512x64x64x8_1x1x1x64,dtu,0,1939502,2558029,66206,46663,67108864
tensor_slicing_512x64x64x8_1x1x2x4,cpu,24461183,51969242,47880191,2141357,1174530,788529152
tensor_slicing_512x64x64x8_1x1x2x4,inplace,0,28813521,26046815,1371897,895733,788529152
tensor_slicing_512x64x64x8_1x1x2x4,dtu,0,27848264,28072806,993336,420294,788529152
tensor_slicing_512x64x64x8_1x1x2x8,cpu,16267482,28535126,23991936,1301440,854705,385875968
tensor_slicing_512x64x64x8_1x1x2x8,inplace,0,17946845,13119823,907851,718862,385875968
tensor_slicing_512x64x64x8_1x1x2x8,dtu,0,13202593,14024721,430441,205466,385875968
tensor_slicing_512x64x64x8_1x1x2x16,cpu,9530822,13312341,7677014,743788,701438,184549376
tensor_slicing_512x64x64x8_1x1x2x16,inplace,0,10530337,4447249,630635,634337,184549376
tensor_slicing_512x64x64x8_1x1x2x16,dtu,0,3965411,4825813,140244,97792,184549376
tensor_slicing_512x64x64x8_1x1x2x32,cpu,5403278,7030417,4008646,369541,328711,83886080
tensor_slicing_512x64x64x8_1x1x2x32,inplace,0,5932941,2336513,319856,294661,83886080
tensor_slicing_512x64x64x8_1x1x2x32,dtu,0,1951860,2459725,70194,46511,83886080
tensor_slicing_512x64x64x8_1x1x2x64,cpu,2810506,3549356,2158406,184115,161837,33554432
tensor_slicing_512x64x64x8_1x1x2x64,inplace,0,3064432,1289403,159473,146243,33554432
tensor_slicing_512x64x64x8_1x1x2x64,dtu,0,968928,1280077,34796,20967,33554432
tensor_slicing_512x64x64x8_1x1x2x4,cpu,24537106,49053300,47655626,2127785,1162445,788529152
tensor_slicing_512x64x64x8_1x1x2x4,inplace,0,28378456,25999920,1351254,887693,788529152
tensor_slicing_512x64x64x8_1x1x2x4,dtu,0,25845614,27955952,846713,411084,788529152
tensor_slicing_512x64x64x8_1x1x2x8,cpu,10554082,16590174,15023838,942657,834572,385875968
tensor_slicing_512x64x64x8_1x1x2x8,inplace,0,12333444,8643106,743074,703627,385875968
tensor_slicing_512x64x64x8_1x1x2x8,dtu,0,8104174,9551197,279651,197562,385875968
tensor_slicing_512x64x64x8_1x1x2x16,cpu,9570274,12559469,7677014,732768,699365,184549376
tensor_slicing_512x64x64x8_1x1x2x16,inplace,0,10380607,4440457,630781,633277,184549376
tensor_slicing_512x64x64x8_1x1x2x16,dtu,0,3709230,4825813,132383,97761,184549376
tensor_slicing_512x64x64x8_1x1x2x32,cpu,5426675,6865983,4000206,367630,328133,83886080
tensor_slicing_512x64x64x8_1x1x2x32,inplace,0,5930797,2343305,316531,294772,83886080
tensor_slicing_512x64x64x8_1x1x2x32,dtu,0,2050428,2466517,68913,46897,83886080
tensor_slicing_512x64x64x8_1x1x2x64,cpu,2785961,3551752,2158406,184188,161804,33554432
tensor_slicing_512x64x64x8_1x1x2x64,inplace,0,3021079,1281145,159547,145654,33554432
tensor_slicing_512x64x64x8_1x1x2x64,dtu,0,983338,1286869,35027,21159,33554432
tensor_slicing_512x64x64x8_1x1x2x4,cpu,12850673,24978280,29717486,1361122,1123830,788529152
