benchmark,type,transform_cost,cycle,instret,LLCRefill,LLCWB,L1Refill,L1WB,RegularDRAMAccess,DTUDramAccess,hash
vol2col_k3_16x128x128,dtu,0,42562043,48722977,392612,23080,422295,21044,202011,6003728,89982817.314302
vol2col_k4_16x128x128,cpu,376023609,450569199,629056297,4641812,2547291,8599548,4013283,25020124,0,194920349.542969
vol2col_k4_16x128x128,dtu,0,91956257,105329093,836030,25442,960259,27343,224426,13042112,194920349.542969
vol2col_k2_16x128x128,cpu,22694113,33532465,68926923,719177,406511,881047,382859,3971267,0,29022414.827467
vol2col_k2_16x128x128,dtu,0,13130427,15842381,137172,19599,141802,16245,172956,1936096,29022414.827467
vol2col_k3_16x128x128,cpu,172659059,205587364,290572261,2201038,1199417,3921735,1845583,11796376,0,89982817.314302
vol2col_k3_16x128x128,dtu,0,42297214,48717649,392674,23178,423890,23069,202882,6003456,89982817.314302
vol2col_k4_16x128x128,cpu,376753598,451357743,629070772,4638513,2547346,8613493,4034631,25017283,0,194920349.542969
vol2col_k4_16x128x128,dtu,0,91935993,105329565,836036,25554,961249,27468,225297,13042608,194920349.542969
vol2col_k2_16x128x128,cpu,22750429,33593006,68937827,719940,406574,881439,383050,3972524,0,29022414.827467
vol2col_k2_16x128x128,dtu,0,13164210,15840853,137046,19691,141825,16224,173563,1936064,29022414.827467
vol2col_k3_16x128x128,cpu,172577634,205475089,290579630,2197619,1199016,3926477,1848352,11789731,0,89982817.314302
vol2col_k3_16x128x128,dtu,0,42269514,48717563,392756,23203,423576,23036,203144,6003664,89982817.314302
vol2col_k4_16x128x128,cpu,376245463,450829495,629078330,4639300,2547699,8601086,4009135,25020883,16,194920349.542969
vol2col_k4_16x128x128,dtu,0,91973073,105329103,836166,25347,959988,27565,223744,13043184,194920349.542969
vol2col_k2_16x128x128,cpu,22691749,33531835,68928916,718758,406688,881248,383040,3972246,0,29022414.827467
vol2col_k2_16x128x128,dtu,0,13111190,15840853,137062,19687,141638,16204,173550,1936144,29022414.827467
vol2col_k3_16x128x128,cpu,172817974,205715876,290569638,2198737,1199167,3933730,1854116,11792064,16,89982817.314302
vol2col_k3_16x128x128,dtu,0,42290432,48716104,392641,23088,423870,23119,202115,6003552,89982817.314302
vol2col_k4_16x128x128,cpu,376862787,451469062,629096338,4643272,2547586,8610965,4029417,25023953,0,194920349.542969
vol2col_k4_16x128x128,dtu,0,91970194,105329574,836005,25519,960615,27165,224959,13043056,194920349.542969
vol2col_k2_16x128x128,cpu,22688756,33536636,68928477,718967,406639,881226,382962,3972071,0,29022414.827467
vol2col_k2_16x128x128,dtu,0,13125884,15840853,137111,19841,141753,16197,174826,1936096,29022414.827467
vol2col_k3_16x128x128,cpu,173398554,206281970,290593766,2202582,1199150,3944032,1853858,11795766,0,89982817.314302
vol2col_k3_16x128x128,dtu,0,42319747,48722896,392653,23288,424322,23367,203733,6003584,89982817.314302
vol2col_k4_16x128x128,cpu,375934084,450543923,629081937,4638346,2547668,8596806,4011480,25019682,0,194920349.542969
vol2col_k4_16x128x128,dtu,0,91953056,105329149,836108,25518,960568,27426,225013,13043568,194920349.542969
vol2col_k2_16x128x128,cpu,22690509,33536354,68926923,719032,406702,881556,383009,3972650,0,29022414.827467
vol2col_k2_16x128x128,dtu,0,13128574,15847645,137179,19933,142431,16339,175633,1936048,29022414.827467
vol2col_k3_16x128x128,cpu,173242429,206148950,290566388,2202385,1198926,3937551,1855139,11793795,0,89982817.314302
vol2col_k3_16x128x128,dtu,0,42338190,48722896,392690,23124,424308,23259,202454,6003648,89982817.314302
vol2col_k4_16x128x128,cpu,376426124,450986251,629083104,4637377,2547135,8604398,4029611,25014458,16,194920349.542969
vol2col_k4_16x128x128,dtu,0,91958054,105329152,836152,25578,959088,27595,225559,13043472,194920349.542969
vol2col_k2_16x128x128,cpu,22666500,33504578,68920131,718622,406451,880906,382882,3970222,0,29022414.827467
vol2col_k2_16x128x128,dtu,0,13160602,15849281,137339,19642,142120,16326,173471,1936080,29022414.827467
vol2col_k3_16x128x128,cpu,173219353,206100435,290566832,2200733,1198927,3937391,1854519,11792151,0,89982817.314302
vol2col_k3_16x128x128,dtu,0,42315594,48722896,392672,23608,424319,23263,206307,6003536,89982817.314302
vol2col_k4_16x128x128,cpu,375722790,450311124,629080404,4638523,2547455,8596997,4006780,25018165,0,194920349.542969
vol2col_k4_16x128x128,dtu,0,91793238,105329590,835879,25322,962832,29429,223382,13041040,194920349.542969
