benchmark,type,transform_cost,cycle,instret,LLCRefill,LLCWB,L1Refill,L1WB,RegularDRAMAccess,DTUDramAccess,hash
dbcolproj_83690_2_64,col,0,1076366,2427043,21658,3821,21217,10269,52234,0,343055996
dbcolproj_83690_2_64,dtu,0,987889,418496,20992,9596,21045,10516,87287,167440,343055996
dbcolproj_83690_3_64,cpu,0,3973496,3103355,297457,24107,184791,16161,490313,0,514196633
dbcolproj_83690_3_64,col,0,1828037,3347633,32489,7581,31953,15527,93156,0,514196633
dbcolproj_83690_3_64,dtu,0,1490872,634513,31640,14471,31798,15881,131704,251136,514196633
dbcolproj_83690_4_64,cpu,0,5131705,3940255,341741,29191,274758,21547,575270,0,685765807
dbcolproj_83690_4_64,col,0,2882619,4275015,42737,12100,42888,20863,139548,0,685765807
dbcolproj_83690_4_64,dtu,0,1980148,843738,42143,19771,42306,21078,179395,334816,685765807
dbcolproj_83690_5_64,cpu,0,5383812,4783947,354509,34307,279679,26980,628982,0,857656862
dbcolproj_83690_5_64,col,0,3955171,5195605,53129,16380,53631,26133,184195,0,857656862
dbcolproj_83690_5_64,dtu,0,2469560,1052963,52812,24574,52829,26326,223239,418496,857679744
dbcolproj_83690_6_64,cpu,0,6335837,5620847,376732,39279,369726,32364,690956,0,1028292886
dbcolproj_83690_6_64,col,0,5136381,6116195,63643,20915,64449,31403,230980,0,1028292886
dbcolproj_83690_6_64,dtu,0,2963398,1262188,63131,29434,63352,31551,267214,502224,1028292886
dbcolproj_83690_7_64,cpu,0,6593539,6457747,383126,44390,375796,37749,738246,0,1199800837
dbcolproj_83690_7_64,col,0,9882465,9544943,78686,27853,115575,59403,301526,0,1199800837
dbcolproj_83690_7_64,dtu,0,6320684,3970644,77607,35825,107490,54119,327577,585907,1199800837
dbcolproj_83690_8_64,cpu,0,10878236,10172136,399727,52743,477904,99303,821650,0,1371400385
dbcolproj_83690_8_64,col,0,12181997,10820166,89698,33294,135123,70066,356064,0,1371400385
dbcolproj_83690_8_64,dtu,0,7219015,4547107,88802,41442,122696,62051,378473,669584,1371400385
dbcolproj_83690_1_64,cpu,0,1888009,1422763,89615,6288,89983,5353,139944,0,171348942
dbcolproj_83690_1_64,col,0,662863,1513245,11182,4104,10779,5131,44015,0,171348942
dbcolproj_83690_1_64,dtu,0,501824,209271,10501,5103,10524,5278,46102,83728,171348942
dbcolproj_83690_2_64,cpu,0,3820742,2266455,280113,19271,180175,10965,434273,0,343055996
dbcolproj_83690_2_64,col,0,1058105,2427043,21650,3863,21260,10260,52554,0,343055996
dbcolproj_83690_2_64,dtu,0,989060,418496,20989,9663,21059,10509,87819,167456,343055996
dbcolproj_83690_3_64,cpu,0,3979964,3103355,297317,24207,184828,16196,490957,0,514196633
dbcolproj_83690_3_64,col,0,1836432,3354425,32760,7729,32183,15596,94593,0,514196633
dbcolproj_83690_3_64,dtu,0,1477398,627721,31480,14287,31563,15741,130072,251088,514196633
dbcolproj_83690_4_64,cpu,0,5136186,3940255,341616,29138,274714,21532,574720,0,685765807
dbcolproj_83690_4_64,col,0,2843620,4275015,42854,12174,42906,20864,140263,0,685765807
dbcolproj_83690_4_64,dtu,0,1967276,836946,41955,19559,42082,21005,177503,334784,685794746
dbcolproj_83690_5_64,cpu,0,5361862,4777155,354014,34104,279410,26819,626839,0,857656862
dbcolproj_83690_5_64,col,0,3927679,5195605,53308,16347,53609,26104,184128,0,857656862
dbcolproj_83690_5_64,dtu,0,2461611,1046171,52448,24617,52582,26254,223236,418512,857656862
dbcolproj_83690_6_64,cpu,0,6303687,5614055,376708,39086,370244,32254,689388,0,1028292886
dbcolproj_83690_6_64,col,0,5158876,6122987,63876,21036,64774,31508,232188,0,1028292886
dbcolproj_83690_6_64,dtu,0,2964746,1262188,63258,29348,63339,31569,266641,502166,1028292886
dbcolproj_83690_7_64,cpu,0,6593169,6457747,383312,44408,375092,37693,738559,0,1199800837
dbcolproj_83690_7_64,col,0,9859910,9538262,78247,27748,114695,59391,300247,0,1199800837
dbcolproj_83690_7_64,dtu,0,6286198,3963975,77284,35617,104183,50780,325608,585872,1199800837
dbcolproj_83690_8_64,cpu,0,10722073,10135919,397964,52207,476436,98579,815613,0,1371400385
dbcolproj_83690_8_64,col,0,12145550,10839211,89429,33358,132034,67912,356292,0,1371400385
dbcolproj_83690_8_64,dtu,0,7191610,4527304,88443,41088,121866,59473,375306,669616,1371400385
dbcolproj_83690_1_128,cpu,0,2308163,1788160,91785,5414,95788,7846,135104,0,171877880
dbcolproj_83690_1_128,col,0,1135601,1859892,11956,3954,18178,9765,43598,0,171877880
dbcolproj_83690_1_128,dtu,0,940487,583624,11323,5421,16598,8842,49454,83744,171877880
dbcolproj_83690_2_128,cpu,0,5345542,2984083,335728,17300,193779,17899,474129,0,342387978
dbcolproj_83690_2_128,col,0,2022473,3156614,23329,5305,32334,16724,65777,0,342387978
dbcolproj_83690_2_128,dtu,0,1771040,1119574,21931,8820,32285,16951,82027,167536,342387978
dbcolproj_83690_3_128,cpu,0,7573983,4176927,461592,25961,293837,28946,669276,0,514432714
dbcolproj_83690_3_128,col,0,3205286,4420909,34231,8628,48983,25705,103272,0,514432714
dbcolproj_83690_3_128,dtu,0,2721426,1712138,33370,15591,48310,25711,142394,251146,514463651
dbcolproj_83690_4_128,cpu,0,9383980,5358315,537925,31084,396074,41036,786596,0,685980259
dbcolproj_83690_4_128,col,0,4676331,5701137,45224,12334,63957,33146,143910,0,685980259
dbcolproj_83690_4_128,dtu,0,3664643,2275256,45560,21859,66677,36093,199433,335760,686010408
dbcolproj_83690_5_128,cpu,0,11105383,6576352,583658,37071,500120,56009,880227,0,857049531
dbcolproj_83690_5_128,col,0,6290301,6980896,56410,16994,81079,42097,192360,0,857049531
dbcolproj_83690_5_128,dtu,0,4514430,2856369,55401,25557,80263,42998,233693,418544,857079983
dbcolproj_83690_6_128,cpu,0,12759793,7760400,638170,42843,607935,70401,980916,0,1027961808
dbcolproj_83690_6_128,col,0,7942276,8278004,67326,22071,95778,50384,243891,0,1027961808
dbcolproj_83690_6_128,dtu,0,5413566,3417222,66277,30731,97140,51531,280593,504448,1027961808
dbcolproj_83690_7_128,cpu,0,14353702,8987522,692892,48697,716268,86803,1082470,0,1199226824
dbcolproj_83690_7_128,col,0,9910300,9550860,78360,27130,113934,59572,295414,0,1199226824
dbcolproj_83690_7_128,dtu,0,6317477,3992793,77292,36544,113083,59993,333015,585950,1199251196
dbcolproj_83690_8_128,cpu,0,15841101,10189129,728416,54116,825973,103031,1161344,0,1370690087
dbcolproj_83690_8_128,col,0,12113531,10830708,89604,32953,128854,66966,353228,0,1370690087
dbcolproj_83690_8_128,dtu,0,7238320,4567430,89102,41910,129057,68726,382530,669569,1370690087
dbcolproj_83690_1_128,cpu,0,2323746,1771506,92171,5678,96310,7958,137605,0,171877880
dbcolproj_83690_1_128,col,0,1096582,1870322,11426,3781,16690,8733,41694,0,171877880
dbcolproj_83690_1_128,dtu,0,895398,554560,11051,5545,15931,8386,50163,83711,171910981
dbcolproj_83690_2_128,cpu,0,4508251,2267981,330611,17527,180170,10929,470822,0,342387978
dbcolproj_83690_2_128,col,0,1999883,3143568,23487,5373,32444,16674,66477,0,342387978
dbcolproj_83690_2_128,dtu,0,1813299,1146055,22063,10294,32264,16953,93959,167440,342387978
dbcolproj_83690_3_128,cpu,0,7616467,4172871,462270,23787,295451,28762,652567,0,514432714
dbcolproj_83690_3_128,col,0,3208497,4420343,34242,8438,49833,25840,101762,0,514432714
dbcolproj_83690_3_128,dtu,0,2686454,1697411,32913,15498,48577,25652,141203,251152,514432714
dbcolproj_83690_4_128,cpu,0,7619969,3947047,534164,30878,358995,21799,781181,0,685980259
dbcolproj_83690_4_128,col,0,4676565,5690570,45287,12310,65767,33978,143768,0,685980259
dbcolproj_83690_4_128,dtu,0,3590562,2277260,44336,21050,60004,29832,191793,334832,685980259
dbcolproj_83690_5_128,cpu,0,8795939,4790739,579803,35813,448477,27317,866313,0,857049531
dbcolproj_83690_5_128,col,0,6269617,6967660,55841,16790,83502,43271,190170,0,857049531
dbcolproj_83690_5_128,dtu,0,4508003,2839402,55199,26190,74635,36336,238559,418496,857049531
dbcolproj_83690_6_128,cpu,0,12809586,7763303,642833,44549,609417,70525,999237,0,1027961808
dbcolproj_83690_6_128,col,0,7960804,8268259,67176,22217,98859,51193,244911,0,1027961808
dbcolproj_83690_6_128,dtu,0,5445003,3411168,66593,31131,96111,50389,284250,502240,1027961808
dbcolproj_83690_7_128,cpu,0,10941145,6464539,687332,46090,630010,38206,1056053,0,1199226824
dbcolproj_83690_7_128,col,0,9831644,9536393,78282,27138,114766,60114,295402,0,1199226824
dbcolproj_83690_7_128,dtu,0,6348263,3970664,77708,36382,110015,55870,332156,585872,1199251196
dbcolproj_83690_8_128,cpu,0,12018474,7302962,726350,50519,719257,43564,1130501,0,1370690087
dbcolproj_83690_8_128,col,0,12160132,10811830,89752,32844,132755,69762,352502,0,1370690087
dbcolproj_83690_8_128,dtu,0,7191675,4547412,88242,41675,127499,66229,379799,669616,1370690087
dbcolproj_83690_1_128,cpu,0,2023003,1422763,90251,4760,90588,5316,128340,0,171877880
dbcolproj_83690_1_128,col,0,632989,1506453,10844,3480,10576,4994,38683,0,171877880
dbcolproj_83690_1_128,dtu,0,509313,209271,10508,5385,10531,5305,48365,83712,171910981
dbcolproj_83690_2_128,cpu,0,4529487,2268088,329872,17448,180190,10923,469457,0,342387978
dbcolproj_83690_2_128,col,0,1088567,2427043,21652,5056,21187,10259,62100,0,342387978
dbcolproj_83690_2_128,dtu,0,998813,418496,20992,10104,21042,10535,91367,167452,342387978
dbcolproj_83690_3_128,cpu,0,6285755,3103355,456981,24055,269476,16341,649422,0,514432714
dbcolproj_83690_3_128,col,0,1815570,3347633,32488,7830,31902,15524,95143,0,514432714
dbcolproj_83690_3_128,dtu,0,1513475,627721,31482,14635,31574,15721,132868,251088,514463651
dbcolproj_83690_4_128,cpu,0,7628312,3947109,533937,30730,360343,21871,779769,0,685980259
dbcolproj_83690_4_128,col,0,2809513,4268223,42412,11448,42688,20765,133995,0,685980259
dbcolproj_83690_4_128,dtu,0,2024443,843738,42319,19864,42324,21106,180304,334816,685980259
dbcolproj_83690_5_128,cpu,0,8760338,4783947,579597,35873,448267,27218,866582,0,857049531
dbcolproj_83690_5_128,col,0,3905746,5195605,53239,15780,53616,26088,179496,0,857049531
dbcolproj_83690_5_128,dtu,0,2470406,1046171,52446,24551,52608,26212,222691,418496,857079983
dbcolproj_83690_6_128,cpu,0,12837026,7763067,643425,45042,607777,69796,1003762,0,1027961808
dbcolproj_83690_6_128,col,0,7960256,8266722,67151,22271,99886,51554,245336,0,1027961808
dbcolproj_83690_6_128,dtu,0,5423527,3390172,66708,31468,94251,48904,287049,502192,1027990903
dbcolproj_83690_7_128,cpu,0,10839756,6464539,686307,43910,628521,38170,1037588,0,1199226824
dbcolproj_83690_7_128,col,0,9886138,9536276,78153,27199,114479,59477,295743,0,1199226824
dbcolproj_83690_7_128,dtu,0,6284048,3970766,77737,36137,106858,54357,330219,585952,1199226824
dbcolproj_83690_8_128,cpu,0,11991587,7301439,725604,49134,717911,43616,1118658,0,1370690087
dbcolproj_83690_8_128,col,0,12113046,10814132,89328,32534,132248,68499,349623,0,1370690087
dbcolproj_83690_8_128,dtu,0,7211057,4531002,88369,41186,127615,65344,376007,669566,1370690087
dbcolproj_83690_1_128,cpu,0,1995324,1429555,90597,6012,90827,5423,138697,0,171877880
dbcolproj_83690_1_128,col,0,626005,1506453,10822,4100,10553,5000,43605,0,171877880
dbcolproj_83690_1_128,dtu,0,517363,209271,10499,5405,10533,5329,48505,83744,171877880
dbcolproj_83690_2_128,cpu,0,4487546,2266455,329826,15417,181522,10929,453172,0,342387978
dbcolproj_83690_2_128,col,0,1067654,2427043,21655,4743,21177,10267,59607,0,342387978
dbcolproj_83690_2_128,dtu,0,1021122,426819,21169,9976,21277,10611,90522,167424,342387978
dbcolproj_83690_3_128,cpu,0,6278948,3110147,456653,21822,269754,16472,631222,0,514432714
dbcolproj_83690_3_128,col,0,1840829,3354425,32898,8048,32208,15632,97316,0,514432714
dbcolproj_83690_3_128,dtu,0,1515835,634513,31651,15148,31795,15850,137132,251136,514432714
dbcolproj_83690_4_128,cpu,0,7591267,3947047,534275,28374,360313,21823,761268,0,685980259
dbcolproj_83690_4_128,col,0,2841846,4268223,42288,11503,42618,20736,134327,0,685980259
dbcolproj_83690_4_128,dtu,0,2026595,843738,42287,19884,42309,21117,180415,334800,686010408
dbcolproj_83690_5_128,cpu,0,8805246,4783947,579392,33515,449628,27223,847512,0,857049531
dbcolproj_83690_5_128,col,0,3922518,5197206,53244,15950,53795,26128,180851,0,857049531
dbcolproj_83690_5_128,dtu,0,2480389,1052963,52625,24793,52830,26311,224806,418488,857049531
dbcolproj_83690_6_128,cpu,0,9856026,5620847,635184,38775,538942,32631,945384,0,1027961808
dbcolproj_83690_6_128,col,0,7948996,8258847,67564,22076,98186,50935,244180,0,1027961808
dbcolproj_83690_6_128,dtu,0,2969685,1262188,63273,29914,63332,31523,271199,502192,1027961808
dbcolproj_83690_7_128,cpu,0,10934886,6464539,687676,44288,628463,38181,1041980,0,1199226824
dbcolproj_83690_7_128,col,0,9931041,9544641,78669,27483,114186,58631,298540,0,1199226824
dbcolproj_83690_7_128,dtu,0,3436910,1464621,73423,34779,73649,36674,315038,585872,1199226824
dbcolproj_83690_8_128,cpu,0,11931405,7301439,724819,48985,717865,43585,1116691,0,1370690087
dbcolproj_83690_8_128,col,0,12157033,10814197,89515,32790,132505,69479,351850,0,1370690087
dbcolproj_83690_8_128,dtu,0,7215452,4529029,88489,41907,128424,67028,381880,669568,1370709118
dbcolproj_83690_1_128,cpu,0,1991898,1429555,90644,4934,90854,5452,130125,0,171877880
dbcolproj_83690_1_128,col,0,637919,1506453,10810,3745,10560,4997,40769,0,171877880
dbcolproj_83690_1_128,dtu,0,504077,209271,10497,5143,10518,5295,46401,83714,171877880
dbcolproj_83690_2_128,cpu,0,4483565,2266455,329410,15103,181592,10925,450243,0,342387978
dbcolproj_83690_2_128,col,0,1074458,2427043,21648,4696,21180,10253,59216,0,342387978
dbcolproj_83690_2_128,dtu,0,1002985,418496,20982,10101,21041,10519,91327,167424,342387978
dbcolproj_83690_3_128,cpu,0,6240990,3110147,456491,21943,269654,16448,632036,0,514432714
dbcolproj_83690_3_128,col,0,1807191,3347633,32411,7758,31983,15489,94483,0,514432714
dbcolproj_83690_3_128,dtu,0,1514015,627721,31478,14967,31570,15758,135523,251088,514432714
dbcolproj_83690_4_128,cpu,0,7575086,3947047,534182,28393,358936,21852,761327,0,685980259
dbcolproj_83690_4_128,col,0,2808147,4268223,42458,11417,42729,20781,133793,0,685980259
dbcolproj_83690_4_128,dtu,0,2004568,843738,42268,19944,42323,21110,180903,334832,685980259
dbcolproj_83690_5_128,cpu,0,8721265,4802409,580053,34137,448609,27408,853157,0,857049531
dbcolproj_83690_5_128,col,0,6258508,6985945,56209,16954,81946,42839,191857,0,857049531
dbcolproj_83690_5_128,dtu,0,2486144,1052963,52749,25255,52846,26312,228631,418528,857049531
dbcolproj_83690_6_128,cpu,0,9886732,5627639,635513,38483,539220,32777,943370,0,1027961808
dbcolproj_83690_6_128,col,0,7947468,8258793,67278,22140,98062,51014,244398,0,1027961808
dbcolproj_83690_6_128,dtu,0,2952682,1255396,62923,29627,63133,31465,268563,502192,1027961808
dbcolproj_83690_7_128,cpu,0,10907806,6464539,687280,43812,628465,38157,1037776,0,1199226824
dbcolproj_83690_7_128,col,0,9885580,9544651,78647,27424,113878,59248,298055,0,1199226824
dbcolproj_83690_7_128,dtu,0,3455332,1471413,73474,34827,73854,36796,315455,585888,1199226824
dbcolproj_83690_8_128,cpu,0,11886424,7301439,724767,48912,717808,43564,1116064,0,1370690087
dbcolproj_83690_8_128,col,0,12101870,10812434,89574,32745,130326,67313,351558,0,1370690087
dbcolproj_83690_8_128,dtu,0,3956227,1680638,84218,40084,84357,41999,363034,669568,1370690087
dbcolproj_83690_1_128,cpu,0,1982456,1422763,90257,4704,90605,5295,127898,0,171877880
dbcolproj_83690_1_128,col,0,664916,1513245,11202,3762,10797,5145,41290,0,171877880
dbcolproj_83690_1_128,dtu,0,506336,209271,10503,5099,10525,5275,46060,83712,171910981
dbcolproj_83690_2_128,cpu,0,4485809,2273247,329699,15530,180384,10985,453949,0,342387978
dbcolproj_83690_2_128,col,0,1074757,2427043,21659,4786,21198,10261,59954,0,342387978
dbcolproj_83690_2_128,dtu,0,1003696,418496,20989,10161,21045,10530,91819,167370,342387978
dbcolproj_83690_3_128,cpu,0,6218707,3103355,456557,21755,269432,16317,630589,0,514432714
dbcolproj_83690_3_128,col,0,1837436,3354425,32773,7918,32206,15639,96146,0,514432714
dbcolproj_83690_3_128,dtu,0,1501545,634513,31567,14792,31778,15837,134201,251104,514432714
dbcolproj_83690_4_128,cpu,0,7579960,3947047,534104,28512,358961,21807,762201,0,685980259
dbcolproj_83690_4_128,col,0,4674001,5690547,45706,12534,64953,33716,145979,0,685980259
dbcolproj_83690_4_128,dtu,0,1975693,836946,41975,19887,42090,20990,180153,334816,685980259
dbcolproj_83690_5_128,cpu,0,8709518,4783947,579865,33805,448253,27225,850307,0,857049531
dbcolproj_83690_5_128,col,0,6252156,6982617,55969,16873,81018,41789,190954,0,857049531
dbcolproj_83690_5_128,dtu,0,4470954,2826692,55219,26090,75433,37920,237774,418512,857079983
dbcolproj_83690_6_128,cpu,0,9872784,5627639,635675,38622,539137,32724,944643,0,1027961808
dbcolproj_83690_6_128,col,0,8003590,8258792,67486,22389,101408,51963,246615,0,1027961808
dbcolproj_83690_6_128,dtu,0,5425453,3382872,66254,30827,95260,49331,281459,502176,1027990903
dbcolproj_83690_7_128,cpu,0,10935956,6464539,686565,44807,628425,38170,1045013,0,1199226824
dbcolproj_83690_7_128,col,0,9844855,9536553,78264,27097,115111,60409,295047,0,1199226824
dbcolproj_83690_7_128,dtu,0,6316148,3971540,77686,35864,107422,54404,327979,585870,1199226824
dbcolproj_83690_8_128,cpu,0,11957022,7301439,725203,49404,717821,43534,1120409,0,1370690087
dbcolproj_83690_8_128,col,0,12167694,10832880,89511,32719,133536,68963,351270,0,1370690087
dbcolproj_83690_8_128,dtu,0,7212993,4528576,88738,41827,125832,65091,381497,669568,1370690087
dbcolproj_83690_1_128,cpu,0,1952681,1422763,90251,4833,90597,5324,128916,0,171877880
dbcolproj_83690_1_128,col,0,649112,1513245,11238,3904,10777,5123,42472,0,171877880
dbcolproj_83690_1_128,dtu,0,506139,209271,10502,5126,10527,5274,46262,83734,171877880
dbcolproj_83690_2_128,cpu,0,4491936,2266455,329753,16864,180152,10925,464677,0,342387978
dbcolproj_83690_2_128,col,0,1066978,2427043,21665,4872,21206,10264,60652,0,342387978
dbcolproj_83690_2_128,dtu,0,1001408,418496,20995,10109,21054,10534,91418,167455,342387978
dbcolproj_83690_3_128,cpu,0,6260111,3110147,457848,22236,269688,16454,635737,0,514432714
dbcolproj_83690_3_128,col,0,1825741,3347633,32479,7787,31916,15501,94772,0,514432714
dbcolproj_83690_3_128,dtu,0,1494206,627721,31483,15152,31564,15771,137004,251088,514432714
dbcolproj_83690_4_128,cpu,0,7575802,3947047,533925,30532,358943,21827,778177,0,685980259
dbcolproj_83690_4_128,col,0,2848673,4275015,42797,11551,42945,20860,135206,0,685980259
dbcolproj_83690_4_128,dtu,0,1989828,836946,41952,19909,42089,20987,180297,334816,685980259
dbcolproj_83690_5_128,cpu,0,8757949,4785471,580981,34749,449725,27234,858982,0,857049531
dbcolproj_83690_5_128,col,0,3915681,5195605,53329,15834,53776,26145,180016,0,857049531
dbcolproj_83690_5_128,dtu,0,2480776,1052963,52734,24742,52813,26314,224495,418528,857049531
dbcolproj_83690_6_128,cpu,0,9841037,5620847,635461,38470,538852,32604,943219,0,1027961808
dbcolproj_83690_6_128,col,0,7959175,8262251,67245,22247,98146,50391,245235,0,1027961808
dbcolproj_83690_6_128,dtu,0,5366166,3379403,66078,31137,90188,44527,283775,502272,1027961808
dbcolproj_83690_7_128,cpu,0,10945276,6464539,687482,46021,628442,38074,1055645,0,1199226824
