benchmark,type,transform_cost,cycle,instret,LLCRefill,LLCWB,L1Refill,L1WB,RegularDRAMAccess,DTUDramAccess,hash
tensor_unfold_1_32x64x64x128,cpu,193560505,423416926,349598678,7898864,2319656,9845102,4206004,26456098,0,2113929216
tensor_unfold_1_32x64x64x128,dtu,0,233050106,223553728,3372167,1165615,5384412,2329735,11648361,16779488,2113929216
tensor_unfold_2_32x64x64x128,cpu,272579082,502239082,382967008,13930388,2351014,17280469,4451885,32738483,0,2113929216
tensor_unfold_2_32x64x64x128,dtu,0,228103722,223560932,3363113,1164941,5477890,2353318,11633899,16779760,2113929216
tensor_unfold_3_32x64x64x128,cpu,753342295,983285497,383799157,21638478,2352258,25582221,3987359,40456526,0,2113929216
tensor_unfold_3_32x64x64x128,dtu,0,235969746,223565821,3371406,1165322,5366441,2318329,11645265,16779344,2113929216
tensor_unfold_4_32x64x64x128,cpu,1632664387,1862393483,383669928,21675747,2339071,30666417,4294840,40388306,32,2113929216
tensor_unfold_4_32x64x64x128,dtu,0,523368567,224089376,3394340,1168948,5317240,2233471,11697214,16779536,2113929216
tensor_unfold_1_8x64x64x128,cpu,53594211,101481481,85097129,1651867,545468,2263831,782402,6015604,16,-545259520
tensor_unfold_1_8x64x64x128,dtu,0,55639048,55742778,826226,283397,1220332,525685,2831239,4194608,-545259520
tensor_unfold_2_8x64x64x128,cpu,44282089,92049393,77480716,3368842,545490,3718454,783511,7732744,0,-545259520
tensor_unfold_2_8x64x64x128,dtu,0,54187009,55751681,827010,283787,1227909,532264,2835139,4194544,-545259520
tensor_unfold_3_8x64x64x128,cpu,179540333,227347157,77754240,5325134,546189,5916741,786234,9694639,0,-545259520
tensor_unfold_3_8x64x64x128,dtu,0,55446905,55738247,825510,283338,1223990,528909,2830050,4194512,-545259520
tensor_unfold_4_8x64x64x128,cpu,366770174,414610055,77620605,5354058,546574,6720433,793897,9726643,0,-545259520
tensor_unfold_4_8x64x64x128,dtu,0,124794883,55861809,833152,284555,1182871,492063,2847423,4194560,-545259520
tensor_unfold_1_32x64x64x128,cpu,193836133,423807245,349587303,7899457,2320375,9850103,4208904,26462466,0,2113929216
tensor_unfold_1_32x64x64x128,dtu,0,233331211,223559595,3372758,1165397,5382326,2329163,11647241,16779104,2113929216
tensor_unfold_2_32x64x64x128,cpu,272400805,502103187,382958221,13943566,2351496,17169455,4445458,32755516,16,2113929216
tensor_unfold_2_32x64x64x128,dtu,0,228129871,223558876,3371745,1165029,5409803,2347245,11643258,16779232,2113929216
tensor_unfold_3_32x64x64x128,cpu,753918200,983531140,383795982,21638435,2352343,25581308,3986535,40457171,0,2113929216
tensor_unfold_3_32x64x64x128,dtu,0,236218411,223573273,3371377,1166138,5371797,2321051,11651763,16779232,2113929216
tensor_unfold_4_32x64x64x128,cpu,1632114470,1861754006,383640869,21670218,2337970,30659979,4293522,40373978,16,2113929216
tensor_unfold_4_32x64x64x128,dtu,0,523068918,224085412,3399565,1169449,5250517,2226123,11706424,16779200,2113929216
tensor_unfold_1_8x64x64x128,cpu,53549762,101449939,85081412,1650176,544854,2268015,785204,6008992,0,-545259520
tensor_unfold_1_8x64x64x128,dtu,0,55514294,55742956,824584,283524,1231490,526588,2830605,4194560,-545259520
tensor_unfold_2_8x64x64x128,cpu,44252143,92079045,77481008,3368396,545343,3721899,784999,7731141,0,-545259520
tensor_unfold_2_8x64x64x128,dtu,0,54026962,55746414,825832,283490,1225742,530245,2831581,4194464,-545259520
tensor_unfold_3_8x64x64x128,cpu,179427780,227301048,77739294,5323700,546232,5921080,791080,9693548,0,-545259520
tensor_unfold_3_8x64x64x128,dtu,0,55266234,55745020,825871,283330,1219327,525216,2830325,4194640,-545259520
tensor_unfold_4_8x64x64x128,cpu,366748702,414613127,77627645,5354521,546503,6723731,795977,9726537,0,-545259520
tensor_unfold_4_8x64x64x128,dtu,0,124570639,55862118,831114,284590,1193290,493677,2845639,4194544,-545259520
