benchmark,type,transform_cost,cycle,instret,LLCRefill,LLCWB,L1Refill,L1WB,RegularDRAMAccess,DTUDramAccess,hash
img_augmentation_256_32,cpu,13273717662,13699208567,13526521695,16002690,5713541,50155317,11200849,61701616,150416,0
img_augmentation_256_32,dtu,0,514331687,453743238,5732499,2837902,8566573,4480513,25683125,44041568,0
img_augmentation_256_64,cpu,26408415425,27285702642,27055841245,26773577,11708851,100861977,22765439,120434293,161200,0
img_augmentation_256_64,dtu,0,1043760018,909774811,11466682,5669706,18042707,9575336,51318969,88085808,0
img_augmentation_128_4,cpu,415833186,421122661,411108372,278682,181662,1217365,206144,1731980,0,0
img_augmentation_128_4,dtu,0,11177983,9210435,176469,94730,202476,98807,848285,1376704,0
img_augmentation_128_8,cpu,829233782,840478024,822121659,665954,359348,2412502,416646,3540720,16,0
img_augmentation_128_8,dtu,0,20827026,17480709,354099,181505,375392,184752,1634079,2752928,0
img_augmentation_128_16,cpu,1615595295,1643292911,1647171975,1457242,704652,4850717,872192,7094461,16,0
img_augmentation_128_16,dtu,0,39702763,34017730,706969,350745,722026,357108,3168844,5505376,0
img_augmentation_128_32,cpu,3260680874,3364074968,3345274528,3458252,1420483,10586868,2136456,14822106,48,0
img_augmentation_128_32,dtu,0,76478418,67146584,1387235,695996,1417678,703119,6267044,11010400,0
img_augmentation_128_64,cpu,6798965321,7008911476,6737849206,6852847,2845518,22887849,5153962,29616962,160,0
img_augmentation_128_64,dtu,0,255896957,227039363,2870695,1421719,4329567,2283012,12868117,22021168,0
img_augmentation_256_4,cpu,1617501811,1645213265,1646791389,1582396,705533,5196349,878206,7226651,16,0
img_augmentation_256_4,dtu,0,40817257,34048998,706703,350848,723087,357604,3169401,5505376,0
img_augmentation_256_8,cpu,3377901812,3481202805,3344784792,4078823,1422968,11360599,2124731,15462062,7920,0
img_augmentation_256_8,dtu,0,78499717,67161598,1388547,695911,1418045,703344,6267699,11010336,0
img_augmentation_256_16,cpu,6597276932,6807457990,6735973650,8120393,2851972,24165660,4946272,30933193,47632,0
img_augmentation_256_16,dtu,0,258873131,227031280,2872716,1422784,4310001,2245913,12878499,22023840,0
img_augmentation_256_32,cpu,13273598497,13699004917,13526532234,16004662,5714046,50168636,11174254,61713003,64176,0
img_augmentation_256_32,dtu,0,514408799,453731244,5732823,2837834,8574634,4473438,25682879,44041856,0
img_augmentation_256_64,cpu,27676453368,28553407188,27058054256,26786165,11708626,101098892,22696005,120444936,163792,0
img_augmentation_256_64,dtu,0,1036738558,909757984,11461963,5669543,17898870,9560172,51312946,88085808,0
img_augmentation_128_4,cpu,414674766,420078468,411063671,274825,181446,1191232,206605,1726389,0,0
img_augmentation_128_4,dtu,0,11206724,9224557,177699,94681,202474,98872,849119,1376640,0
img_augmentation_128_8,cpu,806317846,817731293,822071196,664738,361263,2397844,417679,3554833,0,0
img_augmentation_128_8,dtu,0,20762774,17483521,353929,181692,375305,184797,1635395,2752864,0
img_augmentation_128_16,cpu,1613343857,1641043282,1647145517,1455314,704687,4813364,871048,7092799,48,0
img_augmentation_128_16,dtu,0,39992720,34029404,707283,351514,722297,357301,3175316,5505424,0
img_augmentation_128_32,cpu,3258527204,3361986795,3345263997,3458597,1420572,10577039,2148078,14823163,48,0
img_augmentation_128_32,dtu,0,76346726,67126442,1387442,695336,1417189,702856,6261987,11010448,0
img_augmentation_128_64,cpu,6748328152,6958013276,6737737360,6852820,2845303,22751293,5104717,29615248,80,0
img_augmentation_128_64,dtu,0,255677429,227041731,2871514,1421576,4316962,2282825,12867780,22021200,0
img_augmentation_256_4,cpu,1634765907,1662394915,1646860824,1587304,705893,5189810,877586,7234440,0,0
img_augmentation_256_4,dtu,0,40949755,34024093,707009,351387,722197,357344,3174020,5505440,0
img_augmentation_256_8,cpu,3277440433,3380322241,3344633084,4073136,1422939,11306360,2111235,15456145,8192,0
img_augmentation_256_8,dtu,0,78545647,67125878,1387549,695310,1417017,702621,6261871,11010384,0
img_augmentation_256_16,cpu,6599607187,6809638321,6735924338,8119288,2851200,24251704,4953919,30927150,27696,0
img_augmentation_256_16,dtu,0,258460513,227021393,2873006,1421567,4274340,2239895,12869238,22020992,0
img_augmentation_256_32,cpu,13453332044,13878488061,13526827484,16007824,5713517,49842923,11184471,61708205,123776,0
img_augmentation_256_32,dtu,0,514415518,453727857,5732743,2837513,8537122,4473396,25680251,44041856,0
img_augmentation_256_64,cpu,27131870016,28008211940,27057092568,26769384,11708690,100653777,22700790,120426512,198400,0
img_augmentation_256_64,dtu,0,1044941139,909750093,11462845,5670229,17859758,9545385,51319248,88086608,0
