benchmark,type,transform_cost,cycle,instret,LLCAccessCount,LLCMissCount,hash
tensor_slicing_512x64x64x8_1x1x2x4,cpu,25725332,66340556,29797522,1460847,1149390,788529152
tensor_slicing_512x64x64x8_1x1x2x4,inplace,0,44761419,17083235,955491,883704,788529152
tensor_slicing_512x64x64x8_1x1x2x4,dtu,0,38303223,19035725,532040,397568,788529152
tensor_slicing_512x64x64x8_1x1x2x8,cpu,18540669,37843464,15055593,934815,857495,385875968
tensor_slicing_512x64x64x8_1x1x2x8,inplace,0,26969430,8667061,738767,725643,385875968
tensor_slicing_512x64x64x8_1x1x2x8,dtu,0,20726841,9576889,309849,199124,385875968
tensor_slicing_512x64x64x8_1x1x2x16,cpu,14518009,24252034,7695914,733635,724764,184549376
tensor_slicing_512x64x64x8_1x1x2x16,inplace,0,18997921,4459603,636431,656312,184549376
tensor_slicing_512x64x64x8_1x1x2x16,dtu,0,10056545,4838659,155491,98606,184549376
tensor_slicing_512x64x64x8_1x1x2x32,cpu,17033166,22326624,4033720,376532,329318,83886080
tensor_slicing_512x64x64x8_1x1x2x32,inplace,0,19513125,2362451,319907,295384,83886080
tensor_slicing_512x64x64x8_1x1x2x32,dtu,0,4987937,2474853,66960,47310,83886080
tensor_slicing_512x64x64x8_1x1x2x64,cpu,8799722,11352634,2164706,185202,161759,33554432
tensor_slicing_512x64x64x8_1x1x2x64,inplace,0,10037418,1294237,161055,146341,33554432
tensor_slicing_512x64x64x8_1x1x2x64,dtu,0,2581261,1286623,33595,21202,33554432
tensor_slicing_512x64x64x8_1x1x2x4,cpu,25085332,63507153,29782996,1353809,1139456,788529152
tensor_slicing_512x64x64x8_1x1x2x4,inplace,0,68542411,26091398,1632482,900669,788529152
tensor_slicing_512x64x64x8_1x1x2x4,dtu,0,38328989,19042239,532201,397884,788529152
tensor_slicing_512x64x64x8_1x1x2x8,cpu,18528963,39369678,15055584,977925,857390,385875968
tensor_slicing_512x64x64x8_1x1x2x8,inplace,0,26957314,8666999,738552,725562,385875968
tensor_slicing_512x64x64x8_1x1x2x8,dtu,0,19280121,9570343,266228,198783,385875968
