benchmark,type,transform_cost,cycle,instret,LLCAccessCount,LLCMissCount,hash
tensor_slicing_512x64x64x8_1x1x2x32,cpu,16963053,21917814,4019352,368558,328734,83886080
tensor_slicing_512x64x64x8_1x1x2x32,inplace,0,19591106,2363905,329872,295447,83886080
tensor_slicing_512x64x64x8_1x1x2x32,dtu,0,4947399,2466271,66635,46883,83886080
tensor_slicing_512x64x64x8_1x1x2x64,cpu,8801384,11380808,2171252,185559,162149,33554432
tensor_slicing_512x64x64x8_1x1x2x64,inplace,0,10465270,1300783,164892,146523,33554432
tensor_slicing_512x64x64x8_1x1x2x64,dtu,0,2585409,1286623,33589,21295,33554432
tensor_slicing_512x64x64x8_1x1x2x4,cpu,25748781,64148907,29783015,1353624,1139598,788529152
tensor_slicing_512x64x64x8_1x1x2x4,inplace,0,44325373,17083239,955178,875318,788529152
tensor_slicing_512x64x64x8_1x1x2x4,dtu,0,38275178,19033711,531855,397407,788529152
tensor_slicing_512x64x64x8_1x1x2x8,cpu,17926688,37741229,15055584,964811,857245,385875968
tensor_slicing_512x64x64x8_1x1x2x8,inplace,0,28309162,8668606,778693,725648,385875968
tensor_slicing_512x64x64x8_1x1x2x8,dtu,0,18346037,9563797,265905,198442,385875968
tensor_slicing_512x64x64x8_1x1x2x16,cpu,14439110,24201571,7695914,733539,724468,184549376
tensor_slicing_512x64x64x8_1x1x2x16,inplace,0,19212345,4461239,636242,656505,184549376
tensor_slicing_512x64x64x8_1x1x2x16,dtu,0,10061258,4838659,155510,98661,184549376
tensor_slicing_512x64x64x8_1x1x2x32,cpu,16971811,22262333,4025898,376529,328972,83886080
tensor_slicing_512x64x64x8_1x1x2x32,inplace,0,19427338,2362451,319828,295365,83886080
tensor_slicing_512x64x64x8_1x1x2x32,dtu,0,4948314,2466271,66596,46931,83886080
tensor_slicing_512x64x64x8_1x1x2x64,cpu,8822014,11400795,2171252,185616,162147,33554432
tensor_slicing_512x64x64x8_1x1x2x64,inplace,0,10063364,1300783,161232,146545,33554432
tensor_slicing_512x64x64x8_1x1x2x64,dtu,0,2585690,1286623,33581,21346,33554432
