benchmark,type,transform_cost,cycle,instret,LLCAccessCount,LLCMissCount,hash
im2col_512_512_3_4,cpu,124135696,193349299,303462557,4743196,2353505,62151040.594557
im2col_512_512_3_4,dtu,0,91283074,100824683,1047037,807897,62151040.594557
im2col_512_512_3_5,cpu,193440194,300406312,472864315,7330215,3750474,96728317.448405
im2col_512_512_3_5,dtu,0,127952931,156995083,1348381,1331889,96728317.448405
im2col_720_1080_3_2,cpu,92955346,144023770,227422854,3518461,1870545,46556225.682564
im2col_720_1080_3_2,dtu,0,62507607,75917991,710577,637726,46556225.682564
im2col_720_1080_3_3,cpu,209289424,323924927,510518526,7827747,4134522,104510508.703681
im2col_720_1080_3_3,dtu,0,134510628,169644647,1548042,1371083,104510508.703681
im2col_720_1080_3_4,cpu,370193815,570049634,904700962,13729991,7303449,185368372.285505
im2col_720_1080_3_4,dtu,0,236190324,300429665,2600274,2403167,185368372.285505
im2col_720_1080_3_5,cpu,580285530,893215630,1410775361,21961099,11413834,288966436.730617
im2col_720_1080_3_5,dtu,0,367495985,468592411,4080251,3769643,288966436.730617
im2col_512_512_3_2,cpu,13455520,30646519,63242315,862262,588503,15660739.682568
im2col_512_512_3_2,dtu,0,22196811,25548044,269382,214438,15660739.682568
im2col_512_512_3_3,cpu,30089445,68731999,141483595,1892084,1314019,35097764.368288
im2col_512_512_3_3,dtu,0,49746744,57012729,565026,488397,35097764.368288
im2col_512_512_3_4,cpu,124114106,193256156,303439327,4745275,2352352,62151040.594557
im2col_512_512_3_4,dtu,0,91318182,100823849,1047088,807594,62151040.594557
im2col_512_512_3_5,cpu,193529884,300579612,472872834,7331477,3749999,96728317.448405
im2col_512_512_3_5,dtu,0,127903026,156973414,1348196,1330637,96728317.448405
