benchmark,type,transform_cost,cycle,instret,LLCAccessCount,LLCMissCount,hash
tensor_unfold_3_8x64x64x128,dtu,0,119701551,55857224,2535703,826989,-545259520
tensor_unfold_4_8x64x64x128,cpu,531196701,657249137,95906345,11951848,5378274,-545259520
tensor_unfold_4_8x64x64x128,dtu,0,147568113,55912116,2478711,829410,-545259520
tensor_unfold_1_32x64x64x128,cpu,359365996,874789675,350331442,18276361,8419346,2113929216
tensor_unfold_1_32x64x64x128,dtu,0,508166837,224145332,10672881,3373118,2113929216
tensor_unfold_2_32x64x64x128,cpu,469276140,985972226,383766693,25976733,14276136,2113929216
tensor_unfold_2_32x64x64x128,dtu,0,508391491,224159771,10698347,3374910,2113929216
tensor_unfold_3_32x64x64x128,cpu,1415145626,1931085162,385372450,33541461,21654108,2113929216
tensor_unfold_3_32x64x64x128,dtu,0,508985526,224177249,10713053,3375647,2113929216
tensor_unfold_4_32x64x64x128,cpu,2107812880,2624310756,384816330,47522127,21681171,2113929216
tensor_unfold_4_32x64x64x128,dtu,0,605390662,224319449,10552316,3381488,2113929216
tensor_unfold_1_8x64x64x128,cpu,158030894,284026012,103296739,5226059,2989999,-545259520
tensor_unfold_1_8x64x64x128,dtu,0,119838344,55849206,2543060,826776,-545259520
tensor_unfold_2_8x64x64x128,cpu,117603582,243596884,95630238,6560333,3461682,-545259520
tensor_unfold_2_8x64x64x128,dtu,0,119545430,55849065,2535418,826598,-545259520
tensor_unfold_3_8x64x64x128,cpu,349509751,475571968,96007980,8467925,5361967,-545259520
tensor_unfold_3_8x64x64x128,dtu,0,119647653,55840199,2535047,826041,-545259520
tensor_unfold_4_8x64x64x128,cpu,531328969,657367475,95971142,11946970,5381454,-545259520
tensor_unfold_4_8x64x64x128,dtu,0,147625964,55901927,2478816,829208,-545259520
tensor_unfold_1_32x64x64x128,cpu,359511597,874983217,350311339,18284386,8417169,2113929216
tensor_unfold_1_32x64x64x128,dtu,0,508565864,224155648,10692270,3373834,2113929216
tensor_unfold_2_32x64x64x128,cpu,469024527,985464189,383752595,25929513,14279679,2113929216
tensor_unfold_2_32x64x64x128,dtu,0,508416708,224180648,10693059,3375378,2113929216
tensor_unfold_3_32x64x64x128,cpu,1416904927,1932731339,385374013,33519714,21655567,2113929216
